artist,album,score,genres
Godspeed You! Black Emperor,Lift Yr. Skinny Fists Like Antennas to Heaven!,SCORE ERROR,GENRES ERROR
Kodak Black,Lil Big Pac,SCORE ERROR,GENRES ERROR
Radiohead,Kid A,10.0,Rock
The Garden,Kiss My Super Bowl Ring,6.4,Rock
Michael Kiwanuka,Kiwanuka,7.5,Pop/R&B
Skepta,Konnichiwa,7.8,Rap
J. Cole,KOD,6.3,Rap
Deerhoof,La Isla Bonita,7.6,Experimental
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Lil Skies,Life of a Dark Rose,6.4,Rap
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Jack White,Lazaretto,7.1,Rock
Jonathan Rado,Law & Order,6.2,Rock
Sigur Rós,Kveikur,8.1,Rock
Tim Hecker,Konoyo,7.8,Experimental
Trippie Redd,Life's a Trip,6.2,Rap
Dope Body,Kunk,7.0,Rock
Alcest,Les voyages de l'âme,6.9,"Metal,Rock"
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Jens Lekman,Life Will See You Now,8.0,Rock
Frances Quinlan,Likewise,7.7,Rock
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Shlohmo,Laid Out,8.0,Electronic
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Hudson Mohawke,Lantern,7.4,Electronic
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Dope Body,Lifer,6.9,Rock
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Lupe Fiasco,Lasers,3.0,Rap
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Parquet Courts,Light Up Gold,8.0,Rock
PJ Harvey,Let England Shake,8.8,Rock
Nas,Life Is Good,8.3,Rap
Battles,La Di Da Di,7.5,Rock
Talk Talk,Laughing Stock,10.0,Rock
Neil Young,Le Noise,7.6,Rock
Dirty Projectors,Lamp Lit Prose,7.4,Rock
Kirk Knight,Late Knight Special,6.4,Rap
Beyoncé,LEMONADE,8.5,Pop/R&B
Swans,leaving meaning.,7.7,Rock
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Guided by Voices,Let's Go Eat the Factory,6.9,Rock
Shabazz Palaces,Lese Majesty,8.2,Rap
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Wild Nothing,Life of Pause,6.5,Rock
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Hinds,Leave Me Alone,7.5,Rock
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Lil Yachty,Lil Boat 2,5.8,Rap
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Lil Yachty,Lil Boat,5.8,Rap
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Jai Paul,Leak 04-13 (Bait Ones),8.9,Pop/R&B
Wiki,Lil Me,7.6,Rap
Lil Uzi Vert,Lil Uzi Vert Vs. The World,6.9,Rap
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Watain,Lawless Darkness,6.2,Metal
Holy Fuck,Latin,7.8,Electronic
Blood Ceremony,Living With the Ancients,SCORE ERROR,GENRES ERROR
The Men,Leave Home,8.2,Rock
The Walkmen,Lisbon,8.6,Rock
list index out of range,list index out of range,SCORE ERROR,GENRES ERROR
Portico,Living Fields,SCORE ERROR,GENRES ERROR
Meridian Brothers,Los Suicidas,SCORE ERROR,GENRES ERROR
Code Orange Kids,Love Is Love // Return To Dust,SCORE ERROR,GENRES ERROR
Lou Reed and Metallica,Lulu,SCORE ERROR,GENRES ERROR
Ana Frango Elétrico,Little Electric Chicken Heart,SCORE ERROR,GENRES ERROR
Theophilus London,Lover's Holiday,SCORE ERROR,GENRES ERROR
ASAP Rocky,LiveLoveA$AP,SCORE ERROR,GENRES ERROR
Injury Reserve,Live From the Dentist Office,SCORE ERROR,GENRES ERROR
A$AP Rocky,Long.Live.A$AP,SCORE ERROR,GENRES ERROR
of Montreal,Lousy With Sylvianbriar,SCORE ERROR,GENRES ERROR
Glitch Mob,Love Death Immortality,SCORE ERROR,GENRES ERROR
Rosalía,Los Ángeles,SCORE ERROR,GENRES ERROR
Little Women,Lung,SCORE ERROR,GENRES ERROR
Mac Miller,Macadelic,SCORE ERROR,GENRES ERROR
The Bad Plus,Made Possible,SCORE ERROR,GENRES ERROR
Kano,Made In the Manor,SCORE ERROR,GENRES ERROR
Tame Impala,Lonerism,9.0,Rock
Mr. Muthafuckin' eXquire,Lost In Translation,7.9,Rap
David Byrne & St. Vincent,Love This Giant,5.9,Rock
Titus Andronicus,Local Business,7.0,Rock
Dr. John,Locked Down,7.5,Folk/Country
MGMT,Little Dark Age,7.0,Rock
John Carpenter,Lost Themes,5.6,Experimental
The Field,Looping State of Mind,4.5,Electronic
Godspeed You! Black Emperor,Luciferian Towers,7.3,"Rock,Experimental"
Big K.R.I.T.,Live From the Underground,7.1,Rap
American Football,LP3,8.1,Rock
Step Brothers,Lord Steppington,7.3,Rap
Lil Uzi Vert,LUV vs. the World 2,6.9,Rap
Ratatat,LP4,5.2,Electronic
Tim Hecker,Love Streams,8.2,Experimental
Onyx Collective,Lower East Suite Part Three,7.6,Jazz
The War On Drugs,Lost In The Dream,8.8,Rock
How To Dress Well,Love Remains,8.7,Pop/R&B
Yelawolf,Love Story,4.9,Rap
Andy Stott,Luxury Problems,8.7,Electronic
High On Fire,Luminiferous,8.0,Metal
Mount Eerie with Julie Doiron,Lost Wisdom pt. 2,7.4,Rock
Taylor Swift,Lover,7.1,Pop/R&B
Julia Holter,Loud City Song,8.6,Experimental
BTS,Love Yourself 轉 'Tear',7.1,Pop/R&B
The Magnetic Fields,Love at the Bottom of the Sea,6.1,Rock
Lana Del Rey,Lust For Life,7.7,Pop/R&B
R. Stevie Moore,Lo Fi Hi Fives,7.4,Rock
Myrkur,M,7.9,Metal
Snail Mail,Lush,8.7,Rock
FKA twigs,M3LL155X,8.6,"Electronic,Pop/R&B"
Lil Uzi Vert,Luv Is Rage 2,7.7,Rap
A$AP Mob,Lord$ Never Worry,4.9,Rap
FKA twigs,Magdalene,9.4,"Electronic,Pop/R&B"
FKA Twigs,LP1,8.8,"Electronic,Pop/R&B"
Gold Panda,Lucky Shiner,8.3,Electronic
My Bloody Valentine,Loveless,10.0,"Experimental,Rock"
The Strange Boys,Live Music,6.2,"Electronic,Rock"
Brian Eno,LUX,8.0,Experimental
Madvillain,Madvillainy,5.9,Rap
Kid Cudi,Man on the Moon II: The Legend of Mr. Rager,SCORE ERROR,GENRES ERROR
"""""""Weird Al"""" Yankovic """,Mandatory Fun,SCORE ERROR,GENRES ERROR
Fall Out Boy,Mania,SCORE ERROR,GENRES ERROR
Blank Banshee,MEGA,SCORE ERROR,GENRES ERROR
Myrkur,Mareridt,SCORE ERROR,GENRES ERROR
BTS,Map of the Soul: 7,SCORE ERROR,GENRES ERROR
BTS,Map of the Soul: Persona,SCORE ERROR,GENRES ERROR
Mark Kozelek with Ben Boye and Jim White,Mark Kozelek with Ben Boye and Jim White 2,SCORE ERROR,GENRES ERROR
Eprom,Metahuman,SCORE ERROR,GENRES ERROR
MIA,Maya (/\/\ /\ Y /\),SCORE ERROR,GENRES ERROR
Cage The Elephant,Melophobia,SCORE ERROR,GENRES ERROR
My Bloody Valentine,MBV,SCORE ERROR,GENRES ERROR
Babymetal,Metal Resistance,SCORE ERROR,GENRES ERROR
Run the Jewels,Meow the Jewels REMIX,SCORE ERROR,GENRES ERROR
Clipping,Midcity,SCORE ERROR,GENRES ERROR
Metá Metá,MM3,SCORE ERROR,GENRES ERROR
Marquis Hill,"""Modern Flows, Vol. 2""",SCORE ERROR,GENRES ERROR
Thou,Magus,7.8,Metal
King Krule,Man Alive!,7.7,Rock
Lorde,Melodrama,8.8,Pop/R&B
Jay-Z,Magna Carta... Holy Grail,5.8,Rap
Ratatat,Magnifique,5.0,Electronic
Justin Timberlake,Man of the Woods,3.8,Pop/R&B
Miley Cyrus,Miley Cyrus and Her Dead Petz,3.0,Pop/R&B
Tory Lanez,Memories Don't Die,5.5,Rap
Ghost,Meliora,6.2,
Agalloch,Marrow of the Spirit,8.5,"Metal,Rock"
Alex Cameron,Miami Memory,6.0,Rock
Kvelertak,Meir,7.2,Metal
Rick Ross,Mastermind,5.8,Rap
Anderson .Paak,Malibu,8.6,Pop/R&B
Spellling,Mazy Fly,8.0,Experimental
Glassjaw,Material Control,6.6,Rock
Power Trip,Manifest Decimation,8.0,Metal
Vivian Girls,Memory,7.3,Rock
Liars,Mess,6.9,Rock
Pond,"""Man, It Feels Like Space Again""",7.6,Rock
Interpol,Marauder,5.6,Rock
Lido Pimienta,Miss Colombia,8.0,Pop/R&B
Jesca Hoop,Memories Are Now,7.3,"Folk/Country,Pop/R&B"
Grimes,Miss Anthropocene,8.2,Pop/R&B
Ty Segall,Manipulator,7.8,Rock
EarthGang,Mirrorland,7.2,Rap
Zayn,Mind of Mine,5.9,Pop/R&B
Ariel Pink's Haunted Graffiti,Mature Themes,8.5,"Experimental,Rock"
St. Vincent,MASSEDUCTION,6.7,"Rock,Electronic"
Vampire Weekend,Modern Vampires of the City,9.3,Rock
Mark Kozelek,Mark Kozelek,6.8,Rock
DJ Khaled,Major Key,6.9,Rap
M.I.A.,Matangi,6.5,"Global,Pop/R&B"
070 Shake,Modus Vivendi,7.3,Rap
Deerhunter,Monomania,8.3,Rock
STRFKR,Miracle Mile,5.2,Rock
Magic Kids,Memphis,6.1,"Experimental,Pop/R&B"
Tobacco,Maniac Meat,7.6,Electronic
Bibio,Mind Bokeh,6.9,Electronic
Feist,Metals,7.7,Rock
The Smith Street Band,More Scared of You Than You Are of Me,SCORE ERROR,GENRES ERROR
Dirty Projectors and Bjork,Mount Wittenberg Orca,SCORE ERROR,GENRES ERROR
Neil Cicierega,Mouth Sounds / Mouth Silence,SCORE ERROR,GENRES ERROR
Neil Cicierega,Mouth Moods,SCORE ERROR,GENRES ERROR
Natalia Lafourcade,Musas Vol. 2,SCORE ERROR,GENRES ERROR
Panda Bear,Mr. Noah,SCORE ERROR,GENRES ERROR
Peppa Pig,My First Album,SCORE ERROR,GENRES ERROR
Jarren Benton,My Grandmother's Basement,SCORE ERROR,GENRES ERROR
Spaceghostpurrp,Mysterious Phonk: The Chronicles of SpvcxxGhxztPvrrp,SCORE ERROR,GENRES ERROR
Kyary Pamyu Pamyu,Nandacollection,SCORE ERROR,GENRES ERROR
Soap&Skin,Narrow,SCORE ERROR,GENRES ERROR
PUP,Morbid Stuff,7.9,Rock
Drake,More Life,7.8,Rap
Beck,Morning Phase,6.8,Rock
Yeah Yeah Yeahs,Mosquito,6.0,Rock
Co La,Moody Coup,7.5,Electronic
Gucci Mane,Mr. Davis,7.4,Rap
King Gizzard and the Lizard Wizard,Murder of the Universe,8.0,Rock
Ought,More Than Any Other Day,8.4,Rock
New Order,Music Complete,7.2,Rock
Primal Scream,More Light,7.7,Rock
Gonjasufi,MU.ZZ.LE,7.8,Rock
Black Dice,Mr. Impossible,7.7,"Experimental,Rock"
Swain,Negative Space,SCORE ERROR,GENRES ERROR
Corbin,Mourn,6.8,Pop/R&B
The Weeknd,"""My Dear Melancholy,""",6.5,Pop/R&B
Pusha T,My Name Is My Name,8.0,Rap
Swans,My Father Will Guide Me Up a Rope to the Sky,7.7,Rock
Thee Oh Sees,Mutilator Defeated At Last,7.8,Rock
Nas,Nasir,6.1,Rap
"""Tyler, the Creator """,Music Inspired by Illumination & Dr. Seuss' The Grinch,7.2,Rap
Sheck Wes,Mudboy,8.2,Rap
YG,My Krazy Life,8.1,Rap
Kemba,Negus,SCORE ERROR,GENRES ERROR
Eminem,Music to Be Murdered By,5.5,Rap
Little Dragon,Nabuma Rubberband,6.8,Electronic
Chairlift,Moth,7.6,Pop/R&B
Kanye West,My Beautiful Dark Twisted Fantasy,10.0,Rap
Dan Deacon,Mystic Familiar,6.4,Electronic
Unknown Mortal Orchestra,Multi-Love,7.1,Rock
Holly Herndon,Movement,8.1,Experimental
Kanye West,My Beautiful Dark Twisted Fantasy,10.0,Rap
Arca,Mutant,8.4,Experimental
Action Bronson,Mr. Wonderful,6.3,Rap
Gas,Narkopop,8.8,Electronic
Angel Olsen,My Woman,8.8,Rock
Crystal Stilts,Nature Noir,6.3,"Experimental,Rock"
Dope Body,Natural History,7.9,Rock
Phosphorescent,Muchacho,8.8,Rock
Kvelertak,Nattesferd,8.0,Metal
Siriusmo,Mosaik,7.8,Electronic
Rico Nasty,Nasty,7.6,Rap
Braids,Native Speaker,7.9,Electronic
Colin Stetson and Sarah Neufeld,Never Were the Way She Was,SCORE ERROR,GENRES ERROR
Colin Stetson,New History Warfare Vol. 2: Judges,SCORE ERROR,GENRES ERROR
The Wonder Years,No Closer To Heaven,SCORE ERROR,GENRES ERROR
Uncommon Nasa,New York Telephone,SCORE ERROR,GENRES ERROR
Polyphia,New Levels New Devils,SCORE ERROR,GENRES ERROR
Hozier,Nina Cried Power,SCORE ERROR,GENRES ERROR
Colin Stetson,New History Warfare Vol. 3: To See More Light,SCORE ERROR,GENRES ERROR
Migos,No Label II,SCORE ERROR,GENRES ERROR
Clarence Clarity,No Now,SCORE ERROR,GENRES ERROR
EDEN,No Future,SCORE ERROR,GENRES ERROR
Wreck and Reference,No Youth,SCORE ERROR,GENRES ERROR
David Bowie,No Plan,SCORE ERROR,GENRES ERROR
The Mars Volta,Noctourniquet,SCORE ERROR,GENRES ERROR
gupi,None,SCORE ERROR,GENRES ERROR
Denzel Curry,Nostalgic 64,SCORE ERROR,GENRES ERROR
Lana Del Rey,Norman [Fricking] Rockwell!,SCORE ERROR,GENRES ERROR
All Pigs Must Die,Nothing Violates This Nature,SCORE ERROR,GENRES ERROR
Joyce Manor,Never Hungover Again,7.8,Rock
Blood Orange,Negro Swan,7.6,Pop/R&B
Deafheaven,New Bermuda,9.0,Metal
blink-182,Nine,5.2,Rock
Desiigner,New English,4.7,Rap
RiFF RAFF,NEON iCON,5.4,Rap
Preoccupations,New Material,7.6,Rock
Snoop Dogg,Neva Left,7.0,Rap
Heems,Nehru Jackets,6.5,Rap
Sky Ferreira,"""Night Time, My Time""",8.1,"Pop/R&B,Rock"
Iceage,New Brigade,8.4,Rock
Mø,No Mythologies To Follow,7.1,Pop/R&B
Cyhi The Prynce,No Dope On Sundays,6.8,Rap
Old Man Gloom,NO,7.2,
Iglooghost,Neō Wax Bloom,7.2,Electronic
N.E.R.D,NO_ONE EVER REALLY DIES,6.2,Rap
Xiu Xiu,Nina,4.7,"Experimental,Rock"
The Men,New Moon,8.2,Rock
Death Grips,NO LOVE DEEP WEB,8.2,"Experimental,Rap"
Hopsin,No Shame,3.5,Rap
Shlohmo & Jeremih,No More,6.1,"Pop/R&B,Electronic"
Lapalux,Nostalchic,7.4,Electronic
Domo Genesis,No Idols,7.4,Rap
Trash Talk,No Peace,7.7,Metal
Black Milk,No Poison No Paradise,7.3,Rap
King Gizzard & The Lizard Wizard,Nonagon Infinity,8.0,Rock
The Chemical Brothers,No Geography,8.0,Electronic
Perfume Genius,No Shape,8.8,Pop/R&B
Power Trip,Nightmare Logic,8.4,Metal
slowthai,Nothing Great About Britain,8.4,Rap
tUnE-yArDs,Nikki Nack,8.1,Pop/R&B
Various Artists,"""NOW That's What I Call Music, Vol. 69""",SCORE ERROR,GENRES ERROR
Wild Nothing,Nocturne,8.3,Rock
Nine Inch Nails,Not the Actual Events,6.3,Rock
Metro Boomin,Not All Heroes Wear Capes,7.7,Rap
Common,Nobody's Smiling,7.7,Rap
Daughter,Not To Disappear,6.7,Folk/Country
Sleater-Kinney,No Cities To Love,8.7,Rock
TV on the Radio,Nine Types of Light,7.7,Rock
Small Black,New Chain,7.2,Rock
Drake,Nothing Was The Same,8.6,Rap
Lil Ugly Mane,Oblivion Access,SCORE ERROR,GENRES ERROR
Animal Collective,Oddsac,SCORE ERROR,GENRES ERROR
Ghost,Opus Eponymous,SCORE ERROR,GENRES ERROR
Lil Yachty,Nuthin' 2 Prove,6.1,Rap
The Dillinger Escape Plan,One Of Us Is The Killer,SCORE ERROR,GENRES ERROR
Vektor,Outer Isolation,SCORE ERROR,GENRES ERROR
The Body and Full of Hell,One Day You Will Ache Like I Ache,SCORE ERROR,GENRES ERROR
CunninLynguists,Oneirology,SCORE ERROR,GENRES ERROR
Recondite,On Acid,SCORE ERROR,GENRES ERROR
Travis Scott,Owl Pharaoh EP / MIXTAPE /,SCORE ERROR,GENRES ERROR
Bones,PaidProgramming2,SCORE ERROR,GENRES ERROR
Kodak Black,Painting Pictures,SCORE ERROR,GENRES ERROR
Mount Eerie,Ocean Roar,8.1,Rock
The Flaming Lips,Oczy Mlody,6.2,Rock
Charli XCX,Number 1 Angel,6.3,Pop/R&B
A Place To Bury Strangers,Onwards To The Wall,5.8,Rock
SOPHIE,Oil of Every Pearl's Un-Insides,8.6,Electronic
Mount Eerie,Now Only,8.5,Rock
Baths,Obsidian,8.6,Electronic
Mellowhype,Numbers,6.7,Rap
OG Maco,OG Maco EP,5.9,Rap
Deafheaven,Ordinary Corrupt Human Love,8.5,Metal
Mastodon,Once More 'Round the Sun,6.3,Metal
The Smashing Pumpkins,Oceania,6.3,Rock
Hermit and the Recluse,Orpheus vs. the Sirens,8.0,Rap
Zola Jesus,Okovi,8.3,Electronic
Caribou,Our Love,8.6,Electronic
Schoolboy Q,Oxymoron,7.8,Rap
Oh Sees,Orc,7.4,Rock
Death From Above,Outrage! Is Now,7.3,Rock
Vessel,Order of Noise,7.0,Experimental
Toro y Moi,Outer Peace,7.4,Electronic
Prince,Originals,9.5,"Pop/R&B,Rock"
Grizzly Bear,Painted Ruins,7.3,Rock
Pharoahe Monch,P.T.S.D.,6.6,Rap
PartyNextDoor,P3,7.4,Pop/R&B
James Blake,Overgrown,8.0,Pop/R&B
Danny Brown,Old,8.7,Rap
Animal Collective,Painting With,6.2,Experimental
Gang Starr,One of the Best Yet,6.3,Rap
Guilty Simpson,OJ Simpson,8.0,Rap
Laura Marling,Once I Was An Eagle,8.1,Folk/Country
Weezer,Pacific Daydream,4.3,Rock
Hop Along,Painted Shut,7.9,Rock
Your Old Droog,Packs,7.7,Rap
Anderson .Paak,Oxnard,6.9,Pop/R&B
The Men,Open Your Heart,8.5,Rock
Tomahawk,Oddfellows,6.8,"Metal,Rock"
Opeth,Pale Communion,4.3,Metal
Chelsea Wolfe,Pain Is Beauty,8.0,Rock
Autechre,Oversteps,7.2,Electronic
Leonard Cohen,Old Ideas,7.4,Rock
King Gizzard & the Lizard Wizard,Paper Mâché Dream Balloon,SCORE ERROR,GENRES ERROR
Mono/Poly,Paramatma,SCORE ERROR,GENRES ERROR
Soupcans,Parasite Brain,SCORE ERROR,GENRES ERROR
Touche Amore,Parting the Sea Between Brightness and Me,SCORE ERROR,GENRES ERROR
Tera Melos,Patagonian Rats,SCORE ERROR,GENRES ERROR
Megaton Leviathan,Past 21: Beyond The Arctic Cell,SCORE ERROR,GENRES ERROR
Kreator,Phantom Antichrist,SCORE ERROR,GENRES ERROR
Nina Simone,Pastel Blues,SCORE ERROR,GENRES ERROR
Kyary Pamyu Pamyu,Pikapika Fantajin,SCORE ERROR,GENRES ERROR
John Frusciante,PBX Funicular Intaglio Zone,SCORE ERROR,GENRES ERROR
Nmesh,Pharma,SCORE ERROR,GENRES ERROR
"""Sufjan Stevens, et al. """,Planetarium,SCORE ERROR,GENRES ERROR
Tangerine Dream,Phaedra,SCORE ERROR,GENRES ERROR
Riff Raff,Peach Panther,SCORE ERROR,GENRES ERROR
Dead Kennedys,Plastic Surgery Disasters,SCORE ERROR,GENRES ERROR
Ruin,Plague Transmissions Vol. 1,SCORE ERROR,GENRES ERROR
The Progressive Era,PEEP: The aPROcalypse,SCORE ERROR,GENRES ERROR
Busdriver,Perfect Hair,SCORE ERROR,GENRES ERROR
Pink Guy,Pink Season,SCORE ERROR,GENRES ERROR
Lil B,Platinum Flame,SCORE ERROR,GENRES ERROR
Gorguts,Pleiades' Dust,SCORE ERROR,GENRES ERROR
Yazz Ahmed,Polyhymnia,SCORE ERROR,GENRES ERROR
Poppy,Poppy.Computer,SCORE ERROR,GENRES ERROR
Ghost,Popestar,SCORE ERROR,GENRES ERROR
Remo Drive,Pop Music,SCORE ERROR,GENRES ERROR
Xasthur,Portal of Sorrow,SCORE ERROR,GENRES ERROR
Cara Neir,"""Portals To A Better, Dead World""",SCORE ERROR,GENRES ERROR
Portico Quartet,Portico Quartet,SCORE ERROR,GENRES ERROR
Atlas Sound,Parallax,8.7,Rock
Black Dresses,Peaceful as Hell,7.6,Electronic
Hopsin,Pound Syndrome,SCORE ERROR,GENRES ERROR
Caroline Polachek,Pang,7.3,Pop/R&B
Richard Dawson,Peasant,8.0,
Pop. 1280,Paradise,7.4,Rock
Flying Lotus,Pattern+Grid World,8.0,Electronic
Here We Go Magic,Pigeons,7.5,Rock
Washed Out,Paracosm,7.4,Electronic
Kid Cudi,"""Passion, Pain & Demon Slayin'""",6.7,"Rap,Rock"
Armand Hammer,Paraffin,8.1,Rap
Matmos,Plastic Anniversary,7.6,Experimental
Rex Orange County,Pony,5.0,Pop/R&B
Panda Bear,Panda Bear Meets the Grim Reaper,8.7,Electronic
Roddy Ricch,Please Excuse Me for Being Antisocial,6.9,Rap
Efterklang,Piramida,5.7,Rock
IDYLLS,PRAYER FOR TERRENE,SCORE ERROR,GENRES ERROR
Holly Herndon,Platform,8.7,Experimental
Xiu Xiu,Plays the Music of Twin Peaks,7.7,"Experimental,Rock"
Blonde Redhead,Penny Sparkle,4.0,Rock
Porches,Pool,6.4,Rock
Fever Ray,Plunge,7.8,Electronic
Iceage,Plowing Into the Field of Love,8.5,Rock
La Dispute,Panorama,7.6,Rock
mewithoutYOU,Pale Horses,7.2,Rock
of Montreal,Paralytic Stalks,4.6,Rock
Tomb Mold,Planetary Clairvoyance,8.0,Metal
King Gizzard & The Lizard Wizard,Polygondwanaland,7.2,Rock
Freddie Gibbs & Madlib,Piñata,8.0,Rap
Destroyer,Poison Season,7.6,Rock
Feist,Pleasure,7.7,Rock
Ariel Pink,Pom Pom,8.8,Rock
Charli XCX,Pop 2,6.8,Pop/R&B
The Shins,Port of Morrow,8.4,Rock
Rival Sons,Pressure & Time,SCORE ERROR,GENRES ERROR
Desaparecidos,Payola,7.6,Rock
Four Tet,Pink,8.2,Electronic
Jeff Rosenstock,Post-,8.2,Rock
Iggy Pop,Post-Pop Depression,6.9,Rock
Gorillaz,Plastic Beach,8.5,"Electronic,Rock"
The Fresh & Onlys,Play It Strange,8.0,Rock
Lil Dicky,Professional Rapper,SCORE ERROR,GENRES ERROR
The Drums,Portamento,7.4,Pop/R&B
Christian Mistress,Possession,7.6,Metal
Ghost,Prequelle,6.1,
Nick Cave and The Bad Seeds,Push The Sky Away,SCORE ERROR,GENRES ERROR
Sunn O))),Pyroclasts,SCORE ERROR,GENRES ERROR
Shabazz Palaces,Quazarz DOUBLE,SCORE ERROR,GENRES ERROR
Dumbo Gets Mad,Quantum Leap,SCORE ERROR,GENRES ERROR
Tom Waits,Rain Dogs,SCORE ERROR,GENRES ERROR
Reks,R.E.K.S.,SCORE ERROR,GENRES ERROR
2 8 1 4,Rain Temple,SCORE ERROR,GENRES ERROR
Armand Hammer,Race Music,SCORE ERROR,GENRES ERROR
$uicideBoy$,Radical $uicide,SCORE ERROR,GENRES ERROR
Daftside,Random Access Memories Memories REMIX,SCORE ERROR,GENRES ERROR
Action Bronson and the Alchemist,Rare Chandeliers,SCORE ERROR,GENRES ERROR
PRhyme,PRhyme 2,6.1,Rap
Dave,Psychodrama,8.0,Rap
Vince Staples,Prima Donna,8.0,Rap
Perfume Genius,Put Your Back N 2 It,8.4,Pop/R&B
Kimbra,Primal Heart,5.9,Pop/R&B
Oneohtrix Point Never,R Plus Seven,8.4,Experimental
R.A.P. Ferreira,Purple Moonlight Pages,7.7,Rap
Wild Beasts,Present Tense,8.2,Rock
Sampha,Process,8.6,Electronic
Earth,Primitive and Deadly,7.0,Metal
Women,Public Strain,8.0,"Experimental,Rock"
2 Chainz,Rap or Go to the League,7.6,Rap
Kodak Black,Project Baby 2,6.0,Rap
The Internet,Purple Naked Ladies,6.0,Pop/R&B
Nicki Minaj,Queen,7.6,Rap
Baroness,Purple,8.5,Metal
Westside Gunn,Pray for Paris,8.0,Rap
Kesha,Rainbow,6.8,Pop/R&B
2 Chainz,Pretty Girls Like Trap Music,8.0,Rap
Jonwayne,Rap Album Two,7.6,Rap
Sophie,Product,6.6,Electronic
Actress,R.I.P.,8.5,Electronic
Prurient,Rainbow Mirror,6.2,Experimental
Quavo,Quavo Huncho,5.9,Rap
Lorde,Pure Heroine,7.3,Pop/R&B
Darkside,Psychic,9.0,Rock
Father John Misty,Pure Comedy,7.6,Rock
Dizzee Rascal,Raskit,7.0,Rap
Prince and the Revolution,Purple Rain,10.0,"Pop/R&B,Rock"
Holly Herndon,PROTO,8.2,Experimental
Crystal Stilts,Radiant Door,7.4,"Experimental,Rock"
Justin Bieber,Purpose,6.2,Pop/R&B
Jessica Pratt,Quiet Signs,8.4,Folk/Country
Rick Ross,Rather You Than Me,6.9,Rap
Shamir,Ratchet,8.3,Pop/R&B
Daft Punk,Random Access Memories,8.8,Electronic
Mogwai,Rave Tapes,6.0,Rock
Maserati,Pyramid of the Sun,7.4,Rock
Killer Mike,R.A.P. Music,8.6,Rap
Yelawolf,Radioactive,6.5,Rap
Bladee,Red Light,SCORE ERROR,GENRES ERROR
Elder,Reflections of a Floating World,SCORE ERROR,GENRES ERROR
The Souljazz Orchestra,Rising Sun,SCORE ERROR,GENRES ERROR
Fugazi,Repeater,SCORE ERROR,GENRES ERROR
Kirin J. Callinan,Return to Center,SCORE ERROR,GENRES ERROR
Dreamville,Revenge of the Dreamers III,SCORE ERROR,GENRES ERROR
The Underachievers,Renaissance,SCORE ERROR,GENRES ERROR
Murder Construct,Results,SCORE ERROR,GENRES ERROR
Big K.R.I.T.,Returnof4eva,SCORE ERROR,GENRES ERROR
Panopticon,Roads To The North,SCORE ERROR,GENRES ERROR
Wildbirds & Peacedrums,Rhythm,SCORE ERROR,GENRES ERROR
review' is not in list,review' is not in list,SCORE ERROR,GENRES ERROR
Ceremony,Rohnert Park,SCORE ERROR,GENRES ERROR
Civil Civic,Rules,SCORE ERROR,GENRES ERROR
Tim Hecker,"""Ravedeath, 1972""",8.6,Experimental
Wire,Red Barked Tree,8.0,Rock
Mark Ronson & The Business Intl.,Record Collection,5.4,
Jay Rock,Redemption,8.0,Rap
Iggy And The Stooges,Ready To Die,5.6,"Electronic,Rock"
Lone,Reality Testing,8.0,Electronic
Green Day,Revolution Radio,5.1,Rock
alt-J,Relaxer,4.5,Rock
Hannah Diamond,Reflections,6.2,Pop/R&B
Locrian,Return to Annihilation,8.0,Metal
Oneohtrix Point Never,Replica,8.8,Experimental
Lamb of God,Resolution,3.9,Metal
Iggy and the Stooges,Raw Power,8.3,"Electronic,Rock"
Massive Attack,Ritual Spirit,7.0,Electronic
Sharon Van Etten,Remind Me Tomorrow,8.4,Rock
Protomartyr,Relatives In Descent,6.9,Rock
